order_id,order_date,customer_name,barangay,product,category,quantity,unit_price,total_amount,payment_method
SO-100706,2026-05-24,Melissa Hubbard,Bayanihan,Instant Noodles,Grocery,1.0,697.26,697.26,Cash
SO-100495,2026-05-24,David Duke MD,San Isidro,Rice,Grocery,2.0,775.4,1550.8,Cash
SO-100538,2026-05-24,Sherry Smith,Bayanihan,Instant Noodles,Personal Care,2.0,36.11,72.22,Bank Transfer
SO-100015,2026-05-24,Jeffrey Reynolds,Maligaya,Canned Sardines,Beverage,6.0,890.62,5343.72,GCash
SO-100834,2026-05-24,Lisa Rose,Magsaysay,Coffee,Personal Care,2.0,924.44,1848.88,GCash
SO-100931,2026-05-24,Cody Jackson,San Miguel,Cooking Oil,Household,3.0,632.88,1898.64,Bank Transfer
SO-100436,2026-05-24,John Yates,Bayanihan,Soap,Personal Care,2.0,522.74,1045.48,Bank Transfer
SO-100101,2026-05-24,Paul Bryant,Poblacion,Milk,Grocery,,,,Card
SO-100374,2026-05-24,Jesus Baker,Sta. Cruz,Instant Noodles,Grocery,32.0,3956.12,12662.48,Cash
SO-100451,2026-05-24,Angel Hopkins,Poblacion,Coffee,Grocery,4.0,36.73,146.92,Cash
SO-100541,2026-05-24,Vanessa Diaz,Del Pilar,Milk,Beverage,5.0,689.39,3446.95,Bank Transfer
SO-100299,2026-05-24,Amanda Douglas,Rizal,Shampoo,Household,,,,Card
SO-100891,2026-05-24,Gary Franklin,Magsaysay,Canned Sardines,Beverage,2.0,412.04,824.08,Bank Transfer
SO-100262,2026-05-24,Whitney Smith,Del Pilar,Cooking Oil,Beverage,32.0,3956.12,12662.48,Bank Transfer
SO-100725,2026-05-24,Arthur Herman PhD,Magsaysay,Coffee,Beverage,5.0,183.57,917.85,Card
SO-100828,2026-05-24,Linda Lynn,San Isidro,Rice,Grocery,4.0,149.75,599.0,GCash
SO-100174,2026-05-24,Thomas Parker,Del Pilar,Cooking Oil,Grocery,,,,Card
SO-100467,2026-05-24,Randy Cardenas,Del Pilar,Milk,Household,5.0,92.25,461.25,Card
SO-100896,2026-05-24,Alexander Fischer,Bagong Silang,Rice,Personal Care,5.0,173.1,865.5,Bank Transfer
SO-100459,2026-05-24,Kevin Lewis,San Isidro,Canned Sardines,Household,4.0,618.0,2472.0,GCash
SO-100344,2026-05-24,Susan Hayes,Rizal,Cooking Oil,Grocery,6.0,656.38,3938.28,Card
SO-100753,2026-05-24,Ryan Zavala,Bayanihan,Canned Sardines,Household,1.0,35.81,35.81,Bank Transfer
SO-100468,2026-05-24,Kimberly Savage,Magsaysay,Shampoo,Household,5.0,671.22,3356.1,GCash
SO-100798,2026-05-24,Donald Williams,Del Pilar,Cooking Oil,Personal Care,6.0,658.94,3953.64,Card
SO-100966,2026-05-24,Pamela Walter,San Miguel,Canned Sardines,Beverage,2.0,149.2,298.4,Cash
SO-100619,2026-05-24,Donna Lane,San Isidro,Cooking Oil,Household,3.0,43.69,131.07,Card
SO-100715,2026-05-24,Amanda White,Magsaysay,Shampoo,Household,7.0,368.1,2576.7,Cash
SO-100909,2026-05-24,Rachel Sparks,Maligaya,Rice,Personal Care,3.0,367.14,1101.42,GCash
SO-100453,2026-05-24,Victoria Gutierrez,Del Pilar,Rice,Grocery,4.0,329.18,1316.72,Card
SO-100886,2026-05-24,Carol Mann,San Isidro,Cooking Oil,Beverage,3.0,475.43,1426.29,GCash
SO-100786,2026-05-24,Mrs. Natalie Smith DDS,Bayanihan,Shampoo,Beverage,3.0,374.62,1123.86,Cash
SO-100639,2026-05-24,Sally Woods,Bagong Silang,Rice,Beverage,6.0,153.07,918.42,Cash
SO-100659,2026-05-24,Kristy Jones,San Miguel,Instant Noodles,Grocery,2.0,458.24,916.48,GCash
SO-100507,2026-05-24,Kelly Blackwell,Mabini,Cooking Oil,Personal Care,6.0,402.83,2416.98,GCash
SO-100638,2026-05-24,Rebecca Townsend,San Miguel,Shampoo,Beverage,2.0,698.02,1396.04,GCash
SO-100813,2026-05-24,Scott Jones,Maligaya,Canned Sardines,Beverage,3.0,283.11,849.33,Cash
SO-100866,2026-05-24,Kristy Acosta,Magsaysay,Instant Noodles,Beverage,6.0,106.97,641.82,Card
SO-100826,2026-05-24,Hector Mcbride,Sta. Cruz,Canned Sardines,Beverage,5.0,696.73,3483.65,GCash
SO-100747,2026-05-24,Jeffrey Jordan,Maligaya,Cooking Oil,Beverage,1.0,735.06,735.06,GCash
SO-100780,2026-05-24,Stacey Santiago,San Isidro,Canned Sardines,Grocery,3.0,506.81,1520.43,Cash
SO-100743,2026-05-24,Gregory Cooke,Mabini,Coffee,Personal Care,4.0,139.62,558.48,Card
SO-100727,2026-05-24,Sherry Maxwell,San Isidro,Shampoo,Grocery,4.0,305.5,1222.0,Cash
SO-100710,2026-05-24,Harry Parker,Maligaya,Rice,Beverage,4.0,461.15,1844.6,Card
SO-100951,2026-05-24,Jon Fernandez,Del Pilar,Rice,Grocery,2.0,285.09,570.18,Card
SO-100869,2026-05-24,Stephanie Holt,Magsaysay,Coffee,Grocery,3.0,773.27,2319.81,Bank Transfer
SO-100135,2026-05-24,Christopher Steele,Poblacion,Rice,Beverage,5.0,486.04,2430.2,Bank Transfer
SO-100636,2026-05-24,Kevin Taylor,Bagong Silang,Instant Noodles,Beverage,,,,Cash
SO-100788,2026-05-24,Alexandria Singleton,Bagong Silang,Soap,Grocery,2.0,285.01,570.02,Cash
SO-100247,2026-05-24,John Crawford,San Jose,Shampoo,Beverage,3.0,529.12,1587.36,Bank Transfer
SO-100319,2026-05-24,Lydia Elliott,Mabini,Canned Sardines,Personal Care,,,,GCash
SO-100305,2026-05-24,Carolyn Mccormick,Bagong Silang,Milk,Personal Care,6.0,110.63,663.78,GCash
SO-100375,2026-05-24,Nicholas Davis,San Isidro,Canned Sardines,Beverage,3.0,706.42,2119.26,Bank Transfer
SO-100856,2026-05-24,Robert Lewis,San Miguel,Cooking Oil,Personal Care,3.0,388.98,1166.94,Bank Transfer
SO-100972,2026-05-24,David Hancock,Poblacion,Shampoo,Personal Care,3.0,162.08,486.24,Cash
SO-100542,2026-05-24,Denise Hamilton,Sta. Cruz,Coffee,Personal Care,5.0,819.53,4097.65,Cash
SO-100675,2026-05-24,Dawn Smith,Poblacion,Milk,Grocery,3.0,170.29,510.87,Bank Transfer
SO-100755,2026-05-24,Heather Carter,Poblacion,Instant Noodles,Household,4.0,605.33,2421.32,GCash
SO-100625,2026-05-24,Mark Maynard,Maligaya,Milk,Grocery,8.0,380.41,3043.28,Cash
SO-100397,2026-05-24,William Bell,San Miguel,Coffee,Beverage,7.0,762.35,5336.45,GCash
SO-100146,2026-05-24,Thomas Meyers,Magsaysay,Cooking Oil,Beverage,6.0,121.5,729.0,Card
SO-100633,2026-05-24,Jacob Clayton,Maligaya,Cooking Oil,Personal Care,4.0,765.8,3063.2,Bank Transfer
SO-100814,2026-05-24,Lee Miller,Del Pilar,Coffee,Personal Care,5.0,932.16,4660.8,GCash
SO-100461,2026-05-24,Amy George,Magsaysay,Coffee,Personal Care,4.0,906.63,3626.52,Bank Transfer
SO-100595,2026-05-24,Brenda Bauer,San Isidro,Canned Sardines,Personal Care,2.0,133.4,266.8,Card
SO-100140,2026-05-24,Matthew Charles,Mabini,Canned Sardines,Household,7.0,122.43,857.01,GCash
SO-100901,2026-05-24,David Gonzalez,Rizal,Instant Noodles,Personal Care,,,,Bank Transfer
SO-100957,2026-05-24,Stephen Perkins,San Miguel,Cooking Oil,Personal Care,3.0,761.39,2284.17,GCash
SO-100702,2026-05-24,Sarah Carter,Rizal,Rice,Household,2.0,248.29,496.58,Bank Transfer
SO-100749,2026-05-24,Jennifer Morales,Del Pilar,Coffee,Grocery,3.0,569.85,1709.55,Cash
SO-100954,2026-05-24,Amy Campbell,San Isidro,Rice,Grocery,5.0,506.21,2531.05,Bank Transfer
SO-100026,2026-05-24,Maria Rose,San Miguel,Rice,Grocery,8.0,414.92,3319.36,Cash
SO-100155,2026-05-24,Joshua Taylor,Maligaya,Coffee,Beverage,3.0,401.67,1205.01,GCash
SO-100889,2026-05-24,Lisa Cook,Sta. Cruz,Shampoo,Beverage,7.0,53.91,377.37,GCash
SO-100580,2026-05-24,Jerry Weber,Del Pilar,Canned Sardines,Grocery,3.0,74.2,222.6,GCash
SO-100682,2026-05-24,Mason Carlson,Bayanihan,Canned Sardines,Beverage,3.0,713.1,2139.3,Card
SO-100685,2026-05-24,Alison Thomas,Maligaya,Milk,Household,1.0,181.81,181.81,Card
SO-100649,2026-05-24,Ryan Marshall,Mabini,Shampoo,Beverage,2.0,716.81,1433.62,GCash
SO-100515,2026-05-24,Dr. Cory Bryan,Del Pilar,Canned Sardines,Grocery,2.0,449.21,898.42,Cash
SO-100578,2026-05-24,Kimberly Guerra,Mabini,Soap,Household,6.0,526.22,3157.32,Bank Transfer
SO-100099,2026-05-24,David Evans,Mabini,Soap,Beverage,2.0,108.6,217.2,Bank Transfer
SO-100853,2026-05-24,John Velez,San Miguel,Instant Noodles,Household,4.0,553.73,2214.92,GCash
SO-100898,2026-05-24,Justin White,Mabini,Rice,Grocery,3.0,780.82,2342.46,GCash
SO-100166,2026-05-24,Christine Perez,San Miguel,Rice,Personal Care,5.0,892.82,4464.1,Card
SO-100873,2026-05-24,Judith Johnson,Rizal,Shampoo,Personal Care,6.0,660.28,3961.68,Card
SO-100023,2026-05-24,Jennifer Williams,Bayanihan,Coffee,Personal Care,4.0,565.9,2263.6,Cash
SO-100552,2026-05-24,Chase Campos,Bayanihan,Rice,Grocery,4.0,376.89,1507.56,Card
SO-100204,2026-05-24,Kimberly Roberts,San Isidro,Coffee,Household,4.0,146.9,587.6,GCash
SO-100033,2026-05-24,Michael Gonzales,Magsaysay,Coffee,Beverage,2.0,133.18,266.36,Card
SO-100242,2026-05-24,Michael Clarke,Sta. Cruz,Shampoo,Grocery,5.0,781.67,3908.35,Cash
SO-100565,2026-05-24,Charles Brewer,Mabini,Shampoo,Beverage,5.0,895.08,4475.4,Bank Transfer
SO-100370,2026-05-24,Erik Long,San Miguel,Cooking Oil,Beverage,,,,GCash
SO-100635,2026-05-24,Janice Hernandez,San Jose,Cooking Oil,Beverage,4.0,778.71,3114.84,Card
SO-100947,2026-05-24,Ms. Carolyn Adams,San Miguel,Shampoo,Personal Care,,,,Cash
SO-100660,2026-05-24,Charles Chase,San Jose,Rice,Beverage,,,,Cash
SO-100009,2026-05-24,Brenda Garcia,Poblacion,Milk,Household,2.0,719.8,1439.6,Card
SO-100010,2026-05-24,Frank Oconnell,Bagong Silang,Shampoo,Beverage,3.0,808.55,2425.65,GCash
SO-100079,2026-05-24,Sarah Barnes,Rizal,Canned Sardines,Grocery,5.0,645.72,3228.6,GCash
SO-100964,2026-05-24,Kelsey Miller,Maligaya,Coffee,Household,3.0,702.5,2107.5,Cash
SO-100350,2026-05-24,Brooke Smith,San Miguel,Milk,Grocery,4.0,531.29,2125.16,Card
SO-100118,2026-05-24,Teresa West,Sta. Cruz,Instant Noodles,Household,3.0,59.0,177.0,Cash
SO-100935,2026-05-24,Judith Miller,Bayanihan,Instant Noodles,Grocery,3.0,299.65,898.95,Bank Transfer
SO-100234,2026-05-24,Richard Garza,Maligaya,Coffee,Grocery,3.0,53.48,160.44,Bank Transfer
SO-100520,2026-05-24,Zoe Payne,San Miguel,Soap,Beverage,7.0,453.71,3175.97,Bank Transfer
SO-100907,2026-05-24,Peter Stevens,Poblacion,Instant Noodles,Personal Care,5.0,878.73,4393.65,Bank Transfer
SO-100289,2026-05-24,George Nguyen,Del Pilar,Instant Noodles,Personal Care,3.0,747.63,2242.89,Bank Transfer
SO-100216,2026-05-24,Cheryl Brown,Magsaysay,Rice,Beverage,3.0,196.48,589.44,Bank Transfer
SO-100049,2026-05-24,Shawna Burke,Del Pilar,Instant Noodles,Personal Care,2.0,725.74,1451.48,Cash
SO-100500,2026-05-24,Sarah Ramirez,San Miguel,Instant Noodles,Beverage,4.0,804.43,3217.72,Card
SO-100930,2026-05-24,Mary Harper,Del Pilar,Canned Sardines,Household,3.0,873.37,2620.11,GCash
SO-100894,2026-05-24,Craig Rhodes,Rizal,Rice,Beverage,3.0,314.32,942.96,Card
SO-100493,2026-05-24,Glenn Mccarthy,San Jose,Cooking Oil,Grocery,3.0,336.77,1010.31,GCash
SO-100609,2026-05-24,Sarah Nicholson,San Miguel,Cooking Oil,Beverage,8.0,858.85,6870.8,Cash
SO-100144,2026-05-24,Eric Page,Bagong Silang,Soap,Beverage,3.0,614.24,1842.72,Bank Transfer
SO-100474,2026-05-24,Philip Morales,Bagong Silang,Milk,Beverage,5.0,261.71,1308.55,Card
SO-100686,2026-05-24,Robert Evans,Mabini,Instant Noodles,Beverage,2.0,750.77,1501.54,Card
SO-100992,2026-05-24,Megan Collins,San Jose,Soap,Personal Care,3.0,139.53,418.59,Card
SO-100333,2026-05-24,Aaron Arroyo,Del Pilar,Instant Noodles,Personal Care,1.0,290.65,290.65,Cash
SO-100112,2026-05-24,Katherine Harper,San Jose,Canned Sardines,Household,2.0,487.63,975.26,GCash
SO-100732,2026-05-24,Ronald Greene,Sta. Cruz,Cooking Oil,Beverage,3.0,623.03,1869.09,Card
SO-100549,2026-05-24,Katherine Green,Maligaya,Instant Noodles,Household,,,,Card
SO-100360,2026-05-24,Kayla Brown,Bayanihan,Rice,Household,6.0,785.18,4711.08,Cash
SO-100668,2026-05-24,Dawn Carr,Mabini,Instant Noodles,Beverage,6.0,188.46,1130.76,GCash
SO-100407,2026-05-24,Amy Simpson,Mabini,Milk,Household,4.0,666.83,2667.32,GCash
SO-100338,2026-05-24,Michael Hughes,Mabini,Canned Sardines,Beverage,3.0,680.08,2040.24,Cash
SO-100701,2026-05-24,Carolyn Martinez,Del Pilar,Milk,Beverage,7.0,220.56,1543.92,GCash
SO-100937,2026-05-24,Lindsay Durham,Poblacion,Soap,Household,7.0,44.35,310.45,GCash
SO-100644,2026-05-24,Patrick Waller,Bagong Silang,Instant Noodles,Personal Care,3.0,494.93,1484.79,Card
SO-100594,2026-05-24,Rebecca Larsen,San Jose,Shampoo,Household,5.0,713.49,3567.45,Card
SO-100351,2026-05-24,David Contreras,San Miguel,Coffee,Household,2.0,943.1,1886.2,Cash
SO-100673,2026-05-24,Jessica Phillips,Mabini,Cooking Oil,Grocery,5.0,297.78,1488.9,Bank Transfer
SO-100463,2026-05-24,Brittany Parker,Magsaysay,Rice,Personal Care,2.0,160.83,321.66,Card
SO-100462,2026-05-24,Susan Allen,Del Pilar,Cooking Oil,Beverage,5.0,58.03,290.15,GCash
SO-100420,2026-05-24,Pam Russell,Poblacion,Cooking Oil,Beverage,2.0,233.41,466.82,Card
SO-100618,2026-05-24,Brett Gates,Bayanihan,Instant Noodles,Beverage,3.0,189.65,568.95,Cash
SO-100322,2026-05-24,David Jones,Magsaysay,Shampoo,Household,5.0,932.36,4661.8,Bank Transfer
SO-100728,2026-05-24,Brittany Bailey,Mabini,Coffee,Beverage,4.0,196.71,786.84,Cash
SO-100438,2026-05-24,James Crawford,Mabini,Cooking Oil,Household,3.0,118.76,356.28,Cash
SO-100854,2026-05-24,Michael Phillips,San Jose,Canned Sardines,Personal Care,2.0,536.32,1072.64,Cash
SO-100183,2026-05-24,Lynn Smith,San Jose,Soap,Personal Care,3.0,651.82,1955.46,Card
SO-100367,2026-05-24,Ann Tucker,Poblacion,Milk,Personal Care,2.0,855.81,1711.62,Cash
SO-100890,2026-05-24,Theresa Smith,Mabini,Shampoo,Household,7.0,667.52,4672.64,Cash
SO-100342,2026-05-24,Dana Durham,San Miguel,Milk,Grocery,6.0,761.47,4568.82,Cash
SO-100306,2026-05-24,Angela Wilson,Bayanihan,Coffee,Grocery,3.0,941.88,2825.64,Bank Transfer
SO-100217,2026-05-24,Michaela Pierce,Rizal,Canned Sardines,Beverage,3.0,787.43,2362.29,Cash
SO-100970,2026-05-24,Brian Wood,Mabini,Coffee,Personal Care,4.0,344.85,1379.4,Bank Transfer
SO-100037,2026-05-24,Carol House,San Miguel,Soap,Household,5.0,176.79,883.95,GCash
SO-100313,2026-05-24,Christopher Shields,Mabini,Instant Noodles,Beverage,5.0,349.6,1748.0,GCash
SO-100583,2026-05-24,Lisa Chavez,Mabini,Milk,Household,8.0,683.27,5466.16,GCash
SO-100188,2026-05-24,Darrell Bell,San Miguel,Canned Sardines,Grocery,1.0,793.38,793.38,GCash
SO-100481,2026-05-24,Mitchell Hogan,Bayanihan,Milk,Personal Care,4.0,599.59,2398.36,GCash
SO-100036,2026-05-24,Michael Guzman,Mabini,Soap,Grocery,3.0,121.16,363.48,Cash
SO-100899,2026-05-24,Lynn Pitts,Poblacion,Cooking Oil,Grocery,,,,Card
SO-100770,2026-05-24,Ashley Sherman,San Miguel,Coffee,Household,3.0,38.37,115.11,Bank Transfer
SO-100870,2026-05-24,Sheila Spears,Rizal,Cooking Oil,Personal Care,6.0,885.28,5311.68,Card
SO-100522,2026-05-24,Samantha Adams,Poblacion,Milk,Household,5.0,242.53,1212.65,Bank Transfer
SO-100478,2026-05-24,Angel Carr,Bagong Silang,Soap,Grocery,8.0,936.42,7491.36,Cash
SO-100233,2026-05-24,Steven Cohen,Bagong Silang,Shampoo,Household,4.0,420.24,1680.96,Bank Transfer
SO-100102,2026-05-24,Tiffany Moreno,Magsaysay,Instant Noodles,Household,2.0,367.85,735.7,Bank Transfer
SO-100756,2026-05-24,Alejandro Bennett,San Jose,Cooking Oil,Personal Care,6.0,943.46,5660.76,Cash
SO-100758,2026-05-24,Jacqueline Green,Mabini,Rice,Grocery,7.0,403.63,2825.41,GCash
SO-100719,2026-05-24,Dominique Anderson,Mabini,Soap,Beverage,6.0,249.62,1497.72,Bank Transfer
SO-100065,2026-05-24,Kara Young,Poblacion,Shampoo,Beverage,9.0,212.85,1915.65,Card
SO-100418,2026-05-24,Karen Smith,San Miguel,Cooking Oil,Personal Care,3.0,841.6,2524.8,Cash
SO-100163,2026-05-24,Debra Thompson,Rizal,Rice,Beverage,6.0,914.95,5489.7,GCash
SO-100263,2026-05-24,Jose Harris,Poblacion,Canned Sardines,Beverage,3.0,152.69,458.07,Card
SO-100231,2026-05-24,Tracy Murphy,Mabini,Shampoo,Beverage,5.0,343.85,1719.25,Bank Transfer
SO-100560,2026-05-24,Michael Ryan,Maligaya,Milk,Personal Care,1.0,580.21,580.21,Bank Transfer
SO-100235,2026-05-24,Antonio Gordon,Sta. Cruz,Milk,Beverage,,,,Card
SO-100491,2026-05-24,Christine Dougherty,San Miguel,Soap,Household,2.0,380.45,760.9,GCash
SO-100175,2026-05-24,Linda Smith,San Isidro,Cooking Oil,Household,1.0,768.67,768.67,Cash
SO-100806,2026-05-24,Jonathan Schultz,Poblacion,Canned Sardines,Household,2.0,678.55,1357.1,GCash
SO-100860,2026-05-24,Russell Thompson,Del Pilar,Rice,Beverage,5.0,757.33,3786.65,GCash
SO-100071,2026-05-24,Savannah Brown,San Isidro,Shampoo,Household,5.0,565.39,2826.95,GCash
SO-100125,2026-05-24,Jennifer Brown,Rizal,Instant Noodles,Household,5.0,141.89,709.45,GCash
SO-100089,2026-05-24,Richard Parker,Bayanihan,Rice,Beverage,2.0,61.34,122.68,GCash
SO-100117,2026-05-24,Tanner Werner,San Miguel,Milk,Grocery,2.0,100.62,201.24,Card
SO-100321,2026-05-24,Christy Johnson,Bagong Silang,Coffee,Personal Care,4.0,900.53,3602.12,GCash
SO-100632,2026-05-24,Joshua Meyer,Poblacion,Milk,Personal Care,2.0,244.76,489.52,Card
SO-100971,2026-05-24,Laura Mathews,Mabini,Coffee,Household,1.0,401.79,401.79,GCash
SO-100547,2026-05-24,George Collier,San Jose,Cooking Oil,Grocery,1.0,264.13,264.13,GCash
SO-100061,2026-05-24,Ms. Rebecca Padilla,Bayanihan,Cooking Oil,Beverage,3.0,130.37,391.11,GCash
SO-100714,2026-05-24,Randy Smith,Sta. Cruz,Canned Sardines,Personal Care,4.0,119.33,477.32,GCash
SO-100186,2026-05-24,Cory Wilson,Bayanihan,Shampoo,Grocery,2.0,920.87,1841.74,Cash
SO-100680,2026-05-24,Ashley Ochoa,San Jose,Rice,Household,3.0,92.27,276.81,Bank Transfer
SO-100401,2026-05-24,Darryl Tucker,Del Pilar,Shampoo,Grocery,8.0,90.14,721.12,Bank Transfer
SO-100232,2026-05-24,Kevin Keith,San Miguel,Shampoo,Beverage,5.0,907.39,4536.95,Card
SO-100562,2026-05-24,Troy Burgess,San Jose,Milk,Grocery,5.0,719.77,3598.85,Card
SO-100072,2026-05-24,Larry Davis,Sta. Cruz,Coffee,Beverage,7.0,355.95,2491.65,Card
SO-100477,2026-05-24,Randall Mcconnell,Bagong Silang,Coffee,Grocery,1.0,290.45,290.45,GCash
SO-100270,2026-05-24,Scott Escobar,Sta. Cruz,Milk,Grocery,1.0,713.75,713.75,Card
SO-100111,2026-05-24,Catherine Hanson,Rizal,Canned Sardines,Grocery,3.0,503.61,1510.83,Bank Transfer
SO-100469,2026-05-24,Felicia James,Bayanihan,Canned Sardines,Grocery,4.0,924.49,3697.96,Cash
SO-100514,2026-05-24,Elizabeth Sullivan,Magsaysay,Coffee,Personal Care,2.0,458.08,916.16,GCash
SO-100497,2026-05-24,Jason Barrett,Del Pilar,Cooking Oil,Personal Care,3.0,511.76,1535.28,Card
SO-100226,2026-05-24,Jennifer Cruz,San Jose,Shampoo,Beverage,3.0,874.85,2624.55,GCash
SO-100329,2026-05-24,Michele Perry,Magsaysay,Canned Sardines,Household,5.0,668.49,3342.45,Bank Transfer
SO-100561,2026-05-24,Danielle Key,Mabini,Rice,Personal Care,4.0,655.76,2623.04,Bank Transfer
SO-100426,2026-05-24,Rachel Stout,Del Pilar,Canned Sardines,Household,2.0,894.13,1788.26,Card
SO-100195,2026-05-24,Logan Brown,San Isidro,Rice,Beverage,5.0,375.47,1877.35,Card
SO-100336,2026-05-24,Brenda Garcia,Poblacion,Canned Sardines,Beverage,6.0,251.07,1506.42,Card
SO-100653,2026-05-24,Denise Mason,Del Pilar,Instant Noodles,Grocery,7.0,626.44,4385.08,Bank Transfer
SO-100778,2026-05-24,Eric Sanders,Bagong Silang,Soap,Personal Care,9.0,515.03,4635.27,Bank Transfer
SO-100028,2026-05-24,Sheila Perez,Maligaya,Soap,Personal Care,3.0,540.11,1620.33,Card
SO-100586,2026-05-24,Aaron Rodriguez,San Isidro,Soap,Grocery,4.0,491.42,1965.68,Cash
SO-100473,2026-05-24,Frank Olson,Sta. Cruz,Soap,Beverage,5.0,142.74,713.7,Card
SO-100501,2026-05-24,Larry Lawson,San Miguel,Canned Sardines,Beverage,3.0,278.82,836.46,Cash
SO-100137,2026-05-24,Joel Jackson,Mabini,Milk,Grocery,3.0,334.73,1004.19,Cash
SO-100553,2026-05-24,Jerry Henry,Poblacion,Cooking Oil,Household,7.0,610.67,4274.69,GCash
SO-100986,2026-05-24,Theresa Harper,San Jose,Instant Noodles,Personal Care,,,,Cash
SO-100944,2026-05-24,Ashley Morris,Del Pilar,Cooking Oil,Household,1.0,132.38,132.38,Card
SO-100393,2026-05-24,Andrea Jenkins,Bayanihan,Canned Sardines,Personal Care,3.0,728.66,2185.98,Bank Transfer
SO-100382,2026-05-24,Jerry Hernandez,Bayanihan,Instant Noodles,Grocery,1.0,132.53,132.53,GCash
SO-100271,2026-05-24,Joshua Wright,Del Pilar,Soap,Personal Care,3.0,845.89,2537.67,Bank Transfer
SO-100778,2026-05-24,Eric Sanders,Bagong Silang,Soap,Personal Care,9.0,515.03,4635.27,Bank Transfer
SO-100669,2026-05-24,Mary Miller,Mabini,Coffee,Grocery,4.0,462.53,1850.12,Card
SO-100465,2026-05-24,Taylor Duarte,San Jose,Cooking Oil,Household,3.0,849.71,2549.13,GCash
SO-100648,2026-05-24,Theresa Jackson,San Isidro,Soap,Grocery,2.0,425.7,851.4,GCash
SO-100480,2026-05-24,Brianna Williams,Magsaysay,Shampoo,Grocery,5.0,579.32,2896.6,GCash
SO-100328,2026-05-24,Tricia Johnson,San Jose,Coffee,Household,,,,Bank Transfer
SO-100012,2026-05-24,Christopher Kelley,Bagong Silang,Rice,Beverage,5.0,738.78,3693.9,Cash
SO-100602,2026-05-24,Jonathan Roberts,San Miguel,Shampoo,Personal Care,4.0,698.78,2795.12,GCash
SO-100925,2026-05-24,Jose Perez,San Miguel,Milk,Beverage,4.0,391.05,1564.2,Bank Transfer
SO-100206,2026-05-24,Aaron Carroll,Rizal,Soap,Grocery,2.0,514.63,1029.26,Card
SO-100103,2026-05-24,Scott Colon,Sta. Cruz,Rice,Household,1.0,300.23,300.23,GCash
SO-100489,2026-05-24,James Barron,Bayanihan,Milk,Beverage,3.0,401.85,1205.55,GCash
SO-100309,2026-05-24,Ashley Jones,Bayanihan,Coffee,Household,9.0,777.48,6997.32,Bank Transfer
SO-100516,2026-05-24,Sara Miller,Bagong Silang,Rice,Personal Care,5.0,583.07,2915.35,Cash
SO-100222,2026-05-24,Tracey Richardson MD,Maligaya,Coffee,Personal Care,5.0,193.05,965.25,Bank Transfer
SO-100153,2026-05-24,John Miller,Sta. Cruz,Rice,Grocery,1.0,108.68,108.68,Cash
SO-100180,2026-05-24,Roberto Stone PhD,Del Pilar,Milk,Household,1.0,807.82,807.82,Card
SO-100656,2026-05-24,Mary Patterson,Del Pilar,Coffee,Beverage,3.0,224.08,672.24,GCash
SO-100182,2026-05-24,Alexa Robinson,Maligaya,Soap,Household,3.0,648.6,1945.8,Cash
SO-100892,2026-05-24,Thomas Jones,Bayanihan,Soap,Grocery,8.0,496.26,3970.08,Bank Transfer
SO-100331,2026-05-24,Andrea Pineda,Bagong Silang,Shampoo,Personal Care,5.0,496.69,2483.45,GCash
SO-100582,2026-05-24,Jack Turner,Maligaya,Instant Noodles,Household,2.0,825.18,1650.36,GCash
SO-100141,2026-05-24,Larry Russell Jr.,Poblacion,Soap,Personal Care,3.0,844.44,2533.32,GCash
SO-100771,2026-05-24,Kristen Young,Maligaya,Cooking Oil,Personal Care,3.0,551.98,1655.94,Bank Transfer
SO-100666,2026-05-24,Holly Adams,Poblacion,Instant Noodles,Grocery,4.0,571.26,2285.04,Bank Transfer
SO-100785,2026-05-24,Mary Garcia,San Isidro,Rice,Personal Care,1.0,797.66,797.66,Bank Transfer
SO-100558,2026-05-24,Charlene Howard,Sta. Cruz,Milk,Personal Care,3.0,926.69,2780.07,GCash
SO-100611,2026-05-24,Kenneth Smith DVM,San Isidro,Shampoo,Beverage,4.0,612.74,2450.96,Bank Transfer
SO-100716,2026-05-24,Tara Burgess,Mabini,Canned Sardines,Beverage,2.0,901.48,1802.96,GCash
SO-100316,2026-05-24,Robert Hall,Poblacion,Rice,Household,3.0,917.1,2751.3,Bank Transfer
SO-100415,2026-05-24,Lori Peck,Bagong Silang,Canned Sardines,Beverage,8.0,810.14,6481.12,GCash
SO-100210,2026-05-24,Suzanne Miller,Bayanihan,Milk,Beverage,,,,Bank Transfer
SO-100777,2026-05-24,Timothy Harris,Bagong Silang,Cooking Oil,Household,5.0,463.07,2315.35,Card
SO-100142,2026-05-24,Kelly Mills,Bagong Silang,Instant Noodles,Household,6.0,603.01,3618.06,Cash
SO-100002,2026-05-24,Lauren Smith,Bagong Silang,Shampoo,Grocery,5.0,278.77,1393.85,Card
SO-100362,2026-05-24,Melissa Case,San Isidro,Canned Sardines,Household,4.0,871.21,3484.84,Cash
SO-100004,2026-05-24,Loretta Mejia,Mabini,Instant Noodles,Household,3.0,752.13,2256.39,Cash
SO-100044,2026-05-24,Nicole Taylor,Bayanihan,Coffee,Personal Care,3.0,848.29,2544.87,Cash
SO-100962,2026-05-24,Wanda Thomas,San Jose,Milk,Personal Care,2.0,775.03,1550.06,GCash
